tmdb_id,genre_id
25195,35
60243,18
71469,27
71469,28
71469,53
71469,878
10559,80
10559,18
10559,878
10559,53
199373,53
199373,80
966,37
967,28
967,18
967,36
4806,35
4806,10749
10474,18
10474,80
291270,16
291270,35
291270,18
291270,10749
548,80
548,18
548,9648
11460,27
11460,53
9618,28
9618,12
9618,35
9920,878
9920,28
9920,53
34806,35
34806,10749
74534,18
74534,35
1430,99
11968,28
11968,53
11968,12
11968,80
72207,35
832,18
832,28
832,53
832,80
668,12
668,28
668,53
837,27
837,9648
837,878
1648,12
1648,35
1648,878
1691,27
8007,28
8007,18
8007,53
8007,10752
9003,27
11017,35
188166,80
188166,53
7457,80
7457,18
9255,28
9255,35
9255,10752
9722,35
9722,14
9722,10749
11362,28
11362,12
11362,18
11362,53
193,878
193,28
193,12
193,53
590,18
1852,18
1852,36
1852,53
2011,16
2011,18
87428,35
169813,18
9208,28
9208,12
9208,18
9208,53
9667,18
9667,9648
9667,53
9667,14
40662,28
40662,16
183011,14
183011,878
183011,16
183011,28
183011,12
5723,18
5723,10402
5723,10749
8489,18
8856,12
8856,18
8856,28
8856,10749
8856,10751
9348,878
9348,27
9348,28
84174,35
84174,10749
234200,18
234200,35
158999,99
231,18
231,53
11096,27
11096,9648
11096,53
15144,35
15144,10749
227348,27
227348,53
617,53
8676,10749
8676,35
8676,12
10030,35
14442,10751
14442,14
14442,35
26123,35
84329,878
84329,35
84329,18
84329,80
4474,14
4474,18
4474,28
4474,35
4474,80
4474,878
6073,28
6073,35
6073,80
6073,10749
9312,28
9312,14
9550,12
9550,18
9550,28
9550,10749
49020,18
49020,35
49020,10749
10220,18
10220,80
11474,28
11474,12
11474,80
11474,18
11474,53
22824,9648
22824,878
22824,53
33613,28
33613,53
33613,80
33613,9648
290,35
290,18
9923,28
9923,80
12242,16
12242,35
12242,10751
12242,28
9833,10402
9833,53
9833,18
9833,10749
708,28
708,12
708,53
1607,18
1607,80
4614,53
4614,28
4614,18
9378,27
9378,53
9678,35
9678,14
9678,10749
10647,18
10647,10749
15969,10751
15969,12
15969,16
15969,10749
11931,35
11931,18
11931,10749
45132,35
45132,28
45132,18
306,28
306,35
306,80
5137,9648
5137,28
5137,53
5137,878
5137,12
5924,80
5924,18
6488,35
6488,27
9619,28
9619,12
9619,53
10796,28
10796,878
10796,53
14359,18
14359,9648
901,35
901,18
901,10749
1850,35
1850,18
1850,10749
9357,27
9357,53
11397,35
157,878
157,28
157,12
157,53
8843,27
8843,878
8843,53
2114,12
2114,28
2114,16
2114,14
2114,878
2114,53
2255,35
2255,18
2255,10749
4032,35
4032,18
4032,10751
10669,18
10669,12
10669,53
7364,28
7364,12
7364,35
7364,18
7364,9648
8834,28
8834,18
8834,9648
8834,53
9869,18
9869,28
9869,53
9869,80
245168,18
245168,36
1639,28
1639,12
1639,53
256917,10752
256917,18
38684,18
38684,10749
68817,18
68817,10402
68817,10749
64807,35
290764,28
290764,80
290764,18
11371,28
11371,80
11371,53
512,35
512,9648
963,9648
963,80
963,53
1051,28
1051,80
1051,53
14069,14
14069,16
14069,18
14069,878
9757,35
12180,53
12180,16
12180,28
12180,878
12180,12
12180,14
13680,35
13680,10751
16290,35
16290,99
16290,28
37786,35
37786,18
37786,10749
342521,28
342521,35
1407,10749
1407,10402
1407,18
1548,35
1548,18
2018,35
10040,28
10040,35
11687,14
11687,35
11687,878
55931,16
55931,878
73567,80
73567,18
73567,53
13655,35
13655,18
13655,10751
13655,10402
13655,10770
70436,80
70436,53
70436,9648
244264,35
244264,10749
379,18
379,53
379,80
1092,53
1092,9648
9884,28
9884,53
9884,18
11852,35
11852,14
12106,28
12106,37
2332,28
2332,35
2332,80
9563,18
11232,35
11232,14
11232,10749
11232,878
14784,12
14784,14
14784,18
38199,18
38199,53
64678,18
64678,10749
1634,10751
1634,12
1923,18
1923,9648
9040,80
9040,18
9040,36
9576,35
9576,10749
1985,18
1985,9648
1985,53
37495,35
37495,80
37495,18
422,14
422,18
11423,80
11423,18
11423,53
20533,28
20533,37
20533,18
20533,14
20533,53
156700,35
156700,18
207933,53
4953,18
4953,35
11011,35
11011,10751
25793,18
43949,10749
43949,18
49494,12
49494,18
142061,28
142061,16
996,18
996,9648
996,53
10314,35
10314,10749
11806,35
11806,10751
891,18
891,36
891,9648
891,53
10033,35
10033,10749
21032,10751
21032,16
21032,12
24684,18
24684,10749
5689,10749
5689,12
5689,18
6964,18
6964,35
6964,10749
10431,28
10431,53
10431,80
10808,35
10808,10751
10808,10749
10808,14
174,878
174,28
174,12
174,53
1819,35
1819,10749
5516,35
5516,80
5516,53
13971,35
8469,35
16577,16
16577,28
16577,10751
16577,878
38357,35
38357,18
38357,10749
110416,10751
110416,16
110416,14
219,35
219,18
219,10749
2179,35
2179,10402
4688,12
4688,18
4688,10402
4688,10749
298382,18
75900,18
8913,18
8913,27
4977,16
4977,18
4977,9648
4977,878
4977,53
9697,18
9697,53
9697,14
9697,9648
10851,18
10851,53
10851,80
10851,9648
12090,35
13510,27
13510,53
9038,35
1551,18
1551,27
1551,878
1551,53
4379,10749
4379,35
10779,27
10779,35
11031,35
11031,10402
86837,18
86837,10749
579,27
579,53
9788,35
10781,27
11153,35
11153,12
11153,10749
624,12
624,18
84175,18
84175,14
1807,18
1807,80
10761,35
10761,10749
123025,28
123025,16
802,18
802,10749
7985,14
7985,35
7985,10749
9564,10751
9564,12
9564,35
9564,14
2043,80
2043,9648
2043,53
2043,28
9421,35
9454,18
9454,10749
9454,35
11529,35
11529,10749
73861,27
73861,80
73861,53
2295,35
5551,28
5551,12
5551,53
6877,35
334074,53
10294,27
10294,53
10428,28
10428,80
10428,53
10428,18
11820,18
11820,10749
7979,18
8845,28
8845,53
13700,16
13700,10751
4421,28
4421,18
5156,18
6312,12
6312,27
6312,28
6312,36
10098,35
10098,18
15789,10749
15789,16
15789,10751
15789,35
15789,12
26428,12
26428,18
26428,36
70670,53
70670,80
2604,18
2604,10752
13483,53
13483,80
13483,9648
38142,16
38142,18
38142,10749
200,878
200,28
200,12
200,53
9874,28
9874,80
9874,53
50647,35
10400,18
14462,18
14462,53
14462,9648
179,80
179,53
2293,10749
2293,35
11775,80
11775,35
11775,10749
1725,80
1725,18
1725,10402
22907,28
22907,80
22907,18
22907,53
20829,35
20829,18
21575,80
21575,18
157851,18
688,18
688,10749
922,18
922,14
922,37
1360,18
1360,10749
34647,14
34647,18
157354,18
347969,35
347969,37
7549,18
7549,28
8326,12
8326,10751
8326,18
8326,35
9779,18
9779,35
11906,27
2157,12
2157,10751
2157,878
9647,14
9647,35
9647,18
11683,27
398,80
398,18
9691,28
9691,12
9691,80
9691,53
11918,28
11918,35
11918,878
23759,12
23759,28
23759,18
10377,35
10377,18
269148,18
269148,35
16,18
16,80
16,10402
8769,27
9386,28
9386,18
9386,53
9386,80
9386,9648
54054,28
54054,35
54054,80
80585,35
80585,18
80585,10402
80585,10749
9610,12
9610,14
9610,28
9665,10752
9963,53
9963,18
9963,9648
10774,18
23514,18
23514,35
353069,35
903,80
903,18
9281,80
9281,18
9281,10749
9281,53
9331,28
9331,18
9331,53
10776,27
10776,35
10776,10402
13477,14
13477,35
13477,10749
13930,16
13930,10751
763,27
763,35
9100,18
9100,14
9100,27
9100,53
320007,18
320007,10749
320007,53
2640,53
2640,35
2640,18
10357,878
10357,28
10357,18
10357,53
11358,12
11358,18
11358,28
11358,53
12182,35
12182,10402
12182,10749
18162,12
18162,35
18162,878
252512,35
252512,18
252512,9648
10327,35
14411,10751
14411,16
14411,12
9932,35
9932,80
10234,18
10234,27
10234,53
11228,28
11228,12
11228,53
84348,53
84348,27
172,878
172,28
172,12
172,53
475,80
475,18
2142,28
2142,80
2142,18
3635,18
3635,10749
6279,10402
6279,35
22832,28
22832,80
22832,53
437,53
437,878
437,9648
2323,18
2323,14
7305,28
7305,12
7305,18
7305,53
11009,18
11009,10402
11808,53
11808,80
11808,28
82881,16
82881,35
82881,28
82881,10751
157834,18
157834,14
157834,878
273271,53
273271,878
9349,53
9349,28
9349,878
9349,80
1090,53
1090,878
1090,9648
3600,27
3600,9648
3600,53
6280,35
6280,10751
6280,10749
10061,28
10061,12
10061,878
10061,53
11260,35
11260,878
11260,12
11260,10751
72358,18
72358,35
9886,12
9886,28
9886,18
9886,878
9886,53
10588,35
10588,14
10588,10751
38303,35
38303,10749
843,18
843,10749
845,80
845,18
845,53
72197,16
72197,12
72197,10751
72197,35
2103,18
2103,878
2103,9648
2103,10749
11013,35
11013,18
11013,10749
11355,10749
11355,35
11355,18
67913,28
67913,35
67913,53
67913,80
592,80
592,18
592,9648
650,80
650,18
1883,18
1883,36
9829,18
9829,36
9829,80
9829,53
9829,28
9944,18
9944,9648
9944,53
9944,80
10735,35
15196,35
15196,53
15196,80
15196,9648
2291,18
2291,9648
2291,27
9559,80
9559,18
9559,53
11565,35
11565,80
2539,35
9293,35
9906,14
9906,12
9906,16
9906,35
9906,10751
10539,12
10539,16
10539,10751
11814,35
11814,10749
11814,14
839,10770
839,28
839,53
2067,878
8838,28
8838,80
8838,18
8838,53
11618,27
11618,53
11618,14
11618,9648
13460,28
13460,53
13460,878
246403,35
246403,27
653,14
653,27
4959,18
4959,53
4959,80
10047,12
10047,18
10047,28
10047,36
10047,10752
74306,35
74306,18
9427,35
11075,9648
11075,18
11075,27
11075,53
12233,16
12233,35
12233,10751
14191,14
14191,10749
14191,10751
14191,35
1667,99
1667,10751
13042,16
13042,10751
284276,18
1685,12
1685,878
1685,9648
7278,35
11281,27
11281,53
11690,28
11798,18
11798,80
11977,35
22897,35
22897,10749
126963,16
126963,28
1266,28
1266,80
1266,18
1266,53
12225,18
12225,35
12225,10749
33217,35
33217,10751
59861,35
59861,10749
59861,18
59968,35
59968,18
654,80
654,18
1646,80
1646,18
9353,35
9353,10751
57157,35
57157,18
705,18
10014,27
39939,35
39939,80
39939,9648
4858,878
4858,53
9270,18
9270,9648
10778,80
10778,18
11932,27
11932,35
22798,18
60670,80
60670,9648
60670,53
451,18
451,10749
2284,35
2755,18
2755,35
19265,35
19265,10749
150,53
150,28
150,35
150,80
150,18
175,12
175,18
175,10749
593,18
593,878
593,12
593,9648
4584,18
4584,10749
13377,16
13377,10751
13377,35
15370,12
15370,14
15370,16
15370,18
15370,10751
147,18
7211,35
7211,10749
7211,18
7984,18
10072,27
10072,53
10215,35
10215,18
10215,14
10215,10749
10992,35
10992,10751
11660,80
11660,18
11660,53
12104,10402
746,18
746,36
4550,18
4550,53
11287,35
58857,12
58857,18
58857,28
253306,27
253306,35
253306,53
9882,18
9882,28
9882,53
9882,80
11113,18
11113,10751
11113,10402
11113,10749
172533,10749
172533,18
226,80
226,18
2924,28
2924,80
2924,18
2924,9648
2924,53
9604,28
9604,80
203,18
203,80
308,35
308,18
308,9648
308,10749
1642,80
1642,18
1642,9648
1642,53
1642,28
2119,12
7459,28
7459,10751
7459,878
7972,80
7972,18
7972,53
9433,28
9433,12
9433,18
9816,18
9816,10751
9816,10749
9816,10402
10145,80
10145,18
10145,27
10145,9648
10145,878
10145,53
11001,28
11001,35
11001,80
245916,53
245916,80
245916,18
245916,9648
403,35
403,18
6844,18
6844,36
121986,35
121986,18
1398,18
1398,878
1398,53
11081,28
11081,80
11081,9648
11081,53
9012,99
9012,35
9708,9648
9708,53
9708,27
9793,27
9793,53
11023,80
11023,18
11846,35
11846,10749
10529,14
10529,28
10529,878
11329,18
11329,53
24418,12
24418,14
24418,28
24418,53
797,18
9437,18
9437,9648
9437,53
9437,80
55347,18
55347,10749
55347,35
850,35
850,10751
2841,18
221,18
4808,35
4808,9648
4808,10749
4808,53
23172,28
23172,35
23172,10751
25941,53
25941,80
25941,18
25941,28
145247,12
145247,35
145247,18
209263,35
209263,18
209263,10749
687,18
10795,18
10795,53
10795,80
10795,9648
913,18
913,80
913,10749
1273,12
1273,16
1273,35
1273,10751
10157,35
10157,80
11645,28
11645,18
11645,36
37797,16
37797,18
37797,10751
6435,18
6435,14
6435,35
13523,35
13523,12
13523,10749
36670,12
36670,28
36670,53
129139,35
129139,10749
308504,28
308504,12
341012,35
341012,10402
8689,12
8689,27
177,35
177,18
223,18
223,9648
244,28
244,12
244,18
244,27
4518,18
4518,36
8066,9648
8066,53
8066,18
9411,53
9411,14
9411,80
9411,18
38810,18
79548,18
79548,53
250734,10749
250734,18
303,53
303,18
303,10749
873,18
2362,28
2362,12
2362,18
2362,27
2362,878
2362,53
2362,37
3536,28
3536,18
3536,53
3536,10752
12100,18
12100,28
12100,36
12100,10752
1165,18
4978,18
4978,10751
4978,16
4978,12
10336,28
10336,12
10336,14
10336,27
10336,878
10336,53
288,37
6068,28
6068,12
6068,35
6068,10749
13812,27
13812,878
13812,53
1247,18
1247,53
1247,36
6538,35
6538,18
6538,36
483,35
483,80
483,53
10048,28
10488,12
10488,35
10488,10751
10488,14
69798,35
137182,18
2064,35
2064,18
2064,10749
2355,18
7095,35
7095,18
7095,878
9346,35
9346,10749
11454,80
11454,27
11454,53
51052,18
51052,16
51052,10751
51052,35
9890,28
9890,35
9890,878
9952,12
9952,18
9952,10752
16617,9648
16617,53
16617,80
1389,10749
1389,35
1389,80
2616,35
2616,18
2616,10751
12107,14
12107,35
12107,10749
12107,878
12149,18
12149,53
12149,80
50359,16
50359,35
50359,10751
51608,28
51608,53
51608,80
74387,35
99,35
99,18
12193,35
12193,10749
12193,18
1632,53
1632,80
1632,18
2614,28
2614,35
2614,878
3638,35
10228,16
11400,18
11400,36
11400,10749
13184,28
13184,80
13184,53
3112,53
3112,80
6951,28
6951,35
6951,53
6951,80
6951,10751
9621,35
9621,18
9621,10749
12435,35
12435,18
12435,10749
24480,16
24480,10751
55465,35
209403,35
281,80
281,18
281,878
281,53
2085,28
2085,80
2085,53
6069,14
6069,27
6069,35
9760,28
9760,12
9760,35
9994,35
9994,16
9994,10751
11601,27
11601,9648
11601,53
11878,18
11878,53
157832,18
244761,18
244761,53
244761,80
9541,35
9541,10749
11499,18
11499,36
70578,80
70578,18
70578,53
3114,37
5336,36
5336,10752
5336,18
5336,27
7304,28
7304,80
7304,18
7304,53
9298,35
11547,27
83389,16
83389,18
1825,28
1825,18
8688,80
8688,9648
11699,18
11699,80
838,35
838,18
7520,18
7520,10749
9504,80
9504,18
9504,9648
11667,28
11667,12
11667,53
13342,35
18320,18
57431,35
1696,18
1696,27
1696,80
8976,35
10328,35
10328,18
10328,878
2619,35
2619,14
2619,10749
9294,18
9294,14
9294,10749
9294,878
10866,9648
10866,53
10866,18
2001,18
2001,80
2001,53
10481,35
10481,10751
11202,18
11202,36
11202,10752
11411,28
11411,12
11411,878
121824,53
121824,35
121824,28
221902,18
635,27
635,9648
635,53
40264,27
40264,35
74997,18
74997,27
74997,80
2977,18
2977,10749
92591,35
92591,80
92591,18
9035,35
9035,27
9035,878
9562,28
9562,12
9562,878
11831,18
11831,36
11831,9648
209276,18
828,18
828,878
828,53
3489,80
3489,9648
3489,53
8285,28
8285,35
8285,53
8285,80
8285,878
11186,18
11186,27
11412,80
11412,28
11412,9648
11412,53
15159,35
15159,9648
15357,28
15357,53
15357,80
22327,18
22327,35
22327,10749
37861,12
37861,18
37861,28
37861,14
243684,18
243684,35
269,18
269,80
332,28
332,12
332,35
332,10751
8999,18
8999,53
38322,80
38322,35
38322,28
239573,35
1391,18
1391,10749
2023,37
2023,12
6519,28
6519,12
6519,35
9725,27
9725,53
11381,35
48572,27
48572,28
48572,53
83,18
83,53
892,35
892,878
892,14
1965,80
1965,53
1965,18
7450,16
7450,28
7450,878
7450,10751
7450,12
11336,27
11336,878
11336,53
13532,12
13532,35
113833,18
575,18
575,53
1969,28
1969,35
1969,37
1969,80
6520,28
6520,12
6520,18
6520,10749
14202,18
14202,10749
71668,27
71668,53
71668,35
790,27
8978,53
145220,35
145220,12
145220,80
145220,10751
189197,28
189197,12
189197,18
189197,36
189197,10752
2636,28
2636,53
9356,10749
9356,35
10074,28
10074,35
479,28
479,12
479,80
479,53
404,18
775,12
775,14
775,878
10402,35
39452,99
74998,28
74998,18
74998,53
535,18
535,10402
535,10749
10028,10749
10028,10402
10028,10751
11522,35
14139,878
14139,53
14451,27
14451,35
16307,27
16307,10402
16307,9648
16307,53
9447,12
9447,35
9447,18
9447,10751
9447,14
11974,35
11974,27
11974,53
108,18
108,10402
108,9648
1649,12
1649,35
1649,10751
1649,14
1649,878
9314,18
9314,10749
9314,878
10136,28
10136,12
10136,35
10360,18
10360,36
10495,10751
10495,12
2662,27
2671,27
2671,53
4517,18
4517,36
4517,10749
9396,12
9396,35
10003,53
10003,28
10003,10749
10003,878
10003,12
11090,28
11090,35
1654,28
1654,12
1654,10752
2800,35
5550,28
5550,12
5550,80
5550,878
5550,53
11327,18
11327,80
13929,16
13929,10751
200505,18
902,14
902,878
902,12
962,12
962,35
962,18
4380,18
4380,10749
4380,35
11368,80
11368,18
11368,53
2637,18
2637,27
2637,9648
2654,27
2654,9648
2654,53
3116,18
3172,28
3172,35
3172,80
3172,10749
119675,18
119675,10749
144340,35
144340,18
144340,10749
262,35
262,18
614,18
1537,28
1537,12
1537,80
1537,53
2752,35
2752,10749
4816,80
4816,18
9922,18
9922,12
11675,27
11675,53
12094,28
12094,35
12094,99
44564,35
44564,18
318224,99
439,35
439,18
711,18
2116,53
2116,80
2116,18
8012,35
8012,53
8012,80
10158,35
10158,18
10998,10749
10998,18
10998,53
10998,27
10998,9648
11323,18
11323,35
11323,80
12101,9648
12101,878
12101,53
2140,28
2140,80
2140,53
9556,28
9556,878
9556,80
11351,27
11351,53
16690,12
16690,14
16690,16
16690,10751
49022,35
49022,18
49022,10749
315465,14
315465,28
315465,12
315465,16
8869,28
8869,35
8869,27
8869,53
9529,18
9529,27
9529,53
10747,18
10747,37
11000,35
11135,12
11135,16
11135,80
11135,10751
11135,14
11823,35
11823,10749
11835,28
11835,80
11835,18
11835,53
14435,9648
14435,27
94348,28
94348,53
94348,80
94348,9648
4689,28
4689,18
4689,53
925,18
2322,35
2322,80
2322,18
3133,80
3133,18
10867,18
310133,53
4477,80
4477,53
4477,18
4478,18
9986,35
9986,10751
9986,14
49948,16
49948,10751
49948,10402
381,80
381,18
381,9648
381,10749
381,53
1024,18
1024,14
10016,28
10016,27
10016,878
45958,18
1633,18
1633,35
11470,27
11470,878
51999,18
51999,878
51999,10749
6283,35
6283,10751
11596,27
11596,53
11596,9648
11596,14
11873,18
547,18
547,10749
4551,35
4551,80
26390,80
26390,18
26390,53
1653,18
3035,18
3035,27
3035,878
9954,28
9954,12
9954,14
9954,27
9954,878
9954,53
11416,12
11416,18
11416,28
11416,36
76544,28
76544,18
8885,18
8885,16
8885,10752
11259,12
11259,18
11259,10749
11259,37
13279,18
13279,80
13279,53
46503,18
46503,9648
46503,53
46503,80
46503,10749
134597,27
134597,53
244772,18
227,80
227,18
9877,27
9877,53
54318,14
54318,12
54318,10751
1125,18
1480,18
1480,53
1480,80
1921,18
1921,10749
6963,35
6963,18
9676,18
11824,35
11824,14
11824,10749
18736,10751
18736,35
702,18
11469,12
11469,35
11469,14
12123,28
12123,18
12123,878
12123,53
26171,18
247,18
247,28
247,53
247,80
606,18
647,28
647,12
647,16
647,14
713,18
713,10749
1497,878
1497,12
1497,28
1497,35
1497,10751
2013,18
2100,28
2100,18
2100,53
4437,53
4437,878
10782,28
10782,18
10782,9648
10782,53
10782,80
52015,18
52015,27
52015,28
52015,53
52015,878
9768,35
9768,10402
10303,28
10303,12
10303,35
10303,10749
10923,28
97051,53
97051,27
249,35
249,18
249,53
1975,27
1975,53
2046,27
2046,18
2046,53
2046,9648
2110,18
2110,28
2110,35
8831,53
8831,878
8831,28
8831,80
9769,18
9769,10749
9885,27
9885,53
10466,35
10466,10749
12797,35
12797,14
12797,10749
25769,28
25769,18
25769,27
25769,878
25769,53
806,18
806,27
806,53
8388,35
8388,37
10131,27
10131,53
10731,18
10731,53
10731,80
10731,9648
11678,28
11678,12
11678,53
44639,99
67660,35
67660,10749
82687,35
4960,18
5851,28
5851,35
9441,18
9441,10749
10610,53
10610,14
10610,28
10610,35
11137,35
11137,10749
11812,10749
11812,35
84334,99
84334,10402
218836,16
218836,35
218836,12
218836,10751
1715,18
3090,28
3090,12
3090,18
3090,37
10537,18
10537,10402
11817,28
11817,35
11817,14
13685,35
13685,80
13685,18
266285,18
266285,37
6620,35
6620,18
6620,10749
8457,35
11901,37
294652,28
294652,80
294652,18
294652,53
257,80
257,18
257,10751
3078,35
3078,10749
40205,14
40205,18
40205,10751
655,18
2122,35
2122,53
2122,80
2251,53
2251,18
10398,80
10398,18
10398,9648
10398,53
11866,28
11866,12
11866,18
11866,53
11976,12
11976,14
14048,53
14048,99
14048,80
14048,36
58496,99
4912,35
4912,80
4912,18
4912,10749
4912,53
8873,10402
8873,35
11212,28
11212,12
11212,35
11212,10751
24438,35
50780,18
9344,18
9344,80
11284,27
11284,53
11284,35
11934,35
11934,18
12139,10751
12139,35
234,18
234,27
234,53
234,80
10226,27
10226,53
10226,9648
11797,27
25196,18
25196,10402
25196,10749
37725,35
37725,14
37725,10749
5289,18
5289,28
5289,80
9434,28
9434,35
9434,53
9434,10749
14199,12
14199,10751
14199,878
37257,18
37257,9648
37257,80
50837,18
50837,53
1433,14
1433,18
1433,27
1433,53
1433,878
11549,27
11549,878
77948,28
77948,53
145197,18
145197,878
268238,18
268238,35
574,12
574,80
574,18
574,9648
574,53
1555,18
1555,35
1555,10749
2665,35
8408,27
8408,878
8427,28
8427,12
8427,35
8427,53
9009,18
9009,27
9009,53
9292,28
9292,12
9292,35
9451,35
11892,80
11892,18
11892,53
13186,27
13186,53
551,28
551,12
3291,18
3291,36
9664,28
9664,12
9664,18
9664,36
9664,10749
9664,10752
11187,53
11187,27
11187,28
64,18
64,10749
586,35
586,18
916,28
916,80
916,18
916,53
8665,18
8665,36
8665,53
10053,27
10053,53
24150,27
71670,27
84287,99
84287,18
275601,35
275601,18
275601,10402
3036,18
3036,27
3036,878
3036,10749
6471,35
10803,12
10803,28
10803,10749
10803,878
11158,12
11158,35
11158,10751
11158,878
11528,35
11528,10751
11697,37
40619,16
40619,10751
245698,53
245698,18
306952,35
306952,18
306952,10749
2171,35
8870,53
8870,28
8870,878
38073,35
38073,18
38073,10749
1687,28
1687,878
9754,53
10015,28
10015,35
10015,18
10015,10752
10925,35
10925,27
11152,18
11152,27
49012,35
49012,10749
9072,35
9072,80
1957,18
1957,53
2055,37
859,18
859,10749
11804,18
11804,27
11804,53
41602,28
41602,35
41602,18
41602,10749
41602,53
343,35
343,18
343,10749
531,16
531,35
531,10751
576,12
576,37
9296,35
9296,18
9296,878
11171,18
17692,53
17692,27
301,37
636,18
636,9648
636,878
6973,36
6973,18
6973,53
6973,80
6973,9648
10249,28
10249,12
10249,878
10249,10751
10276,35
28874,16
244509,18
244509,53
526,12
526,18
526,14
526,10749
10538,28
10538,12
10538,53
13156,35
13156,18
13156,10751
198185,18
1694,878
1694,35
1694,27
2900,18
2900,878
2900,53
6623,28
6623,53
9333,28
9333,80
9333,18
9333,53
37903,80
37903,18
37903,9648
51162,16
51162,10751
227300,28
227300,35
227300,53
9945,28
9945,18
9945,14
9945,27
9945,53
11450,36
11450,18
11967,80
11967,28
11967,12
11967,18
11967,37
27586,18
27586,10402
209274,18
237791,18
237791,10749
2320,28
2320,12
2320,18
2320,53
10494,16
10494,53
10587,35
10587,80
10802,18
48289,18
48289,53
48838,18
48838,80
87496,18
87496,53
254191,27
10199,12
10199,16
10199,10751
11467,35
11467,10749
12335,12
12335,14
12335,16
12335,35
12335,10751
12335,10402
4958,14
4958,18
5491,28
5491,878
5491,10752
10135,28
10135,53
12118,35
12118,80
13466,18
13466,10751
242090,10749
242090,35
242090,18
311291,18
2959,35
8592,12
8592,28
8592,35
8592,53
8592,80
10326,12
10326,14
10326,18
10326,878
10326,10749
11353,35
252171,27
252171,10749
277547,35
277547,10749
1630,18
1781,99
9728,27
9728,53
10222,28
10222,53
75761,27
75761,35
144,18
144,14
144,10749
626,18
626,14
5279,18
5279,9648
5279,53
9043,35
9043,18
9043,10749
10833,80
10833,35
10833,10749
13090,35
13090,18
24469,18
4961,14
4961,27
4961,53
8491,35
8849,35
8879,10749
8879,37
9824,12
9824,14
9824,28
9824,35
9824,878
10218,35
10218,10749
10972,27
10972,9648
12154,10751
12154,35
12154,18
13260,35
36819,10751
36819,14
36819,878
36819,12
36819,35
69735,28
69735,12
69735,16
69735,80
69735,878
265189,35
265189,18
138,27
1365,18
1365,10749
9745,35
9745,10751
9745,18
9745,14
20856,12
20856,35
20856,10751
20856,14
20856,878
38031,35
38031,18
38031,10749
300,35
300,18
300,14
8398,28
8398,27
8398,80
10890,28
10890,35
11864,18
11864,878
13576,10402
13576,99
907,18
907,10749
907,10752
41215,18
41215,27
41215,28
41215,53
41215,9648
45649,35
45649,18
45649,14
45649,27
45649,9648
73937,35
340,35
340,18
8393,28
8393,35
9825,27
9825,35
9825,28
9825,878
9825,53
10160,27
10160,53
10648,28
10648,80
10648,53
10843,35
10843,53
10843,18
22586,16
134366,27
4105,28
4105,53
4105,80
9081,16
9081,18
13413,16
13413,10751
13805,28
13805,35
13855,80
13855,18
13855,53
33511,18
60307,10751
60307,35
1730,27
1730,18
1730,9648
1730,53
9909,18
9909,80
11104,18
11104,35
11104,10749
9538,27
9538,878
9538,53
9957,35
10307,27
11543,35
34803,35
70667,12
70667,36
146227,28
146227,80
7874,18
9905,80
9905,53
10956,9648
10956,12
10956,35
10956,10749
10956,18
11622,35
11622,10749
11979,18
11979,14
11979,27
13092,35
13092,10749
13092,18
110,18
110,9648
110,10749
936,35
936,80
1073,18
1073,53
1073,9648
10592,18
10592,10752
12207,28
12207,35
133694,18
213121,16
213121,35
213121,10751
250574,53
250574,27
271714,18
1599,35
1599,10749
3083,35
3083,18
33542,80
33542,28
33542,35
33542,53
910,80
910,18
910,9648
910,53
2028,35
2028,18
2028,10749
10188,12
10188,35
10188,18
10188,10751
11078,28
11078,35
11078,80
11078,53
11497,18
11497,16
11497,10751
11497,35
11497,14
82390,53
88273,18
88273,36
88273,10749
990,18
1440,10749
1440,18
1688,28
1688,878
7859,18
9367,28
9367,80
9367,53
10322,35
10322,18
10823,18
10823,14
10823,27
10823,53
11644,18
11644,9648
11644,53
12177,35
12177,10749
13150,53
13150,80
13150,18
3525,35
3525,18
3525,10749
4244,14
4244,35
4244,10751
7183,80
7183,18
7183,9648
7183,53
10760,35
293,18
2359,99
7553,35
8090,18
8764,35
9013,12
9013,35
9013,80
9549,18
9549,36
9730,27
9730,53
11527,14
11527,12
13767,35
13767,10751
13767,12
23128,99
113,18
961,28
961,12
961,35
961,18
1643,18
1643,10749
4176,18
4176,53
4176,9648
9044,18
10684,18
10684,53
10684,9648
10684,10752
10780,35
10780,10749
44629,18
44629,53
44629,80
119431,878
283235,18
1259,18
1259,10749
5683,12
5683,35
11975,18
11975,80
11975,53
12536,80
12536,35
12536,10751
13012,28
13012,80
13012,18
14175,16
14175,10751
14175,12
38363,18
38363,53
80767,99
651,35
651,18
651,10752
830,12
830,878
830,28
6961,35
6961,10749
10586,12
245906,35
2019,28
2019,12
2019,80
2019,53
3604,878
9289,28
9289,18
9289,36
9289,10752
12610,12
12610,16
12610,28
12610,35
12610,10751
17332,18
20126,27
20126,9648
20126,53
26022,18
26022,10749
246,12
246,18
246,28
9607,12
9607,35
9607,10751
9607,14
12498,18
14301,12
14301,28
14301,35
14301,878
14301,10402
16642,18
16642,10749
9462,28
9462,80
12589,28
12589,12
12589,16
12589,35
12589,10751
12589,14
12589,878
25300,9648
25300,18
25300,53
25300,80
212,35
212,80
4552,18
4552,27
4552,9648
11963,28
11963,53
11963,9648
77805,18
506,80
506,18
506,9648
506,53
9662,12
9662,16
9662,35
