tmdb_id,imdb_id,title,original_title,overview,tagline,release_date,release_year,original_language,runtime,status,budget,revenue,popularity,vote_average,vote_count,adult
17443,tt0078718,...And Justice for All,...And Justice for All,"An ethical Baltimore defense lawyer disgusted with rampant legal corruption is asked to defend a judge he despises in a rape trial. But if he doesn't do it, the judge will have him disbarred.",,1979-10-19,1979,en,119.0,Released,0,33300000.0,6.291512,7.1,118.0,0
17809,tt0110200,Fist of Legend,Jing wu ying xiong,"Chen Zhen, a Chinese engineering student in Kyoto, who braves the insults and abuse of his Japanse fellow students for his local love Mitsuko Yamada, daughter of the director, returns in 1937 to his native Shangai, under Japanse protectorate -in fact military occupation- after reading about the death of his kung-fu master Hou Ting-An in a fight against the Japanese champion Ryuichi Akutagawa.","To avenge his masters death, He'll fight like never before!",1994-12-22,1994,en,103.0,Released,0,1907743.0,5.986773,7.4,118.0,0
29264,tt0056732,The Exterminating Angel,El ángel exterminador,"The guests at an upper-class dinner party find themselves unable to leave.  The Exterminating Angel is a 1962 surrealist film, written and directed by Luis Buñuel, starring Silvia Pinal. Sharply satirical and allegorical, the film contains a view of human nature suggesting ""mankind harbors savage instincts and unspeakable secrets"". It is considered one of the best 1,000 films by The New York Times.",The degeneration of high society!,1962-05-01,1962,es,95.0,Released,0,0.0,5.038905,7.8,118.0,0
39107,tt0142236,Dragon Ball Z: Fusion Reborn,Doragon Bōru Zetto: Fukkatsu no Fyūjon!! Gokū to Bejīta,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegita make solo attempts to defeat the monster, but realize their only option is fusion.",,1995-03-04,1995,ja,55.0,Released,0,0.0,6.778755,7.3,118.0,0
95516,tt1598873,Cleanskin,Cleanskin,"While working undercover as a bodyguard to arms dealer Harry, former-soldier-turned-secret-service-agent Ewan survives a bloody shootout with a member of an Islamic terrorist cell who steals Harry's briefcase full of Semtex explosives and escapes. Ewan's spymasters task Ewan with hunting down the cell members and retrieving the briefcase.",Fight Fire With Fire,2012-03-08,2012,en,108.0,Released,0,0.0,6.402926,5.6,118.0,0
297596,tt1274586,Dying of the Light,Dying of the Light,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",,2014-12-04,2014,en,94.0,Released,15000000,0.0,14.059259,4.5,118.0,0
476,tt0097240,Drugstore Cowboy,Drugstore Cowboy,"Bob and his friends Dianne, Rick and Nadine have been drug addicts for years and live from one high to the next. Gus Van Sant attempts to show an intimate look into the lives of heroin addicts with his film Drugstore Cowboy.",,1989-09-09,1989,en,100.0,Released,2500000,4729352.0,8.026112,7.0,117.0,0
1059,tt0051808,The Hidden Fortress,隠し砦の三悪人,"Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general.",,1958-12-28,1958,ja,139.0,Released,0,0.0,5.624255,8.0,117.0,0
2124,tt0109456,Color of Night,Color of Night,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.","In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.",1994-08-19,1994,en,121.0,Released,40000000,19726050.0,14.228963,5.4,117.0,0
5165,tt0053619,L'Avventura,L'avventura,"A woman disappears during a Mediterranean boating trip. During the search for the woman, her lover and her best friend become attracted to each other.",A new adventure in filmmaking...,1960-05-15,1960,it,143.0,Released,0,0.0,9.595757,7.6,117.0,0
6341,tt0085255,Blue Thunder,Blue Thunder,"Officer Frank Murphy, an experienced LAPD helicopter pilot, is given command of the advanced new ""Blue Thunder"" chopper. But he begins to wonder why the LAPD would need a helicopter so powerful and why it is such a secret.",He's out there...,1983-02-05,1983,en,109.0,Released,22000000,42313354.0,10.456371,5.9,117.0,0
9090,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar","To Wong Foo, Thanks for Everything! Julie Newmar","Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common.",Attitude is everything,1995-09-07,1995,en,105.0,Released,0,47774193.0,7.653446,6.3,117.0,0
10150,tt0084237,The Last Unicorn,The Last Unicorn,"From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",There's Magic in Believing!,1982-11-19,1982,en,92.0,Released,0,6455530.0,6.634939,7.0,117.0,0
10297,tt0045891,How to Marry a Millionaire,How to Marry a Millionaire,"Three women set out to find eligible millionaires to marry, but find true love in the process.",The Most Glamorous Entertainment Of Your Lifetime in CinemaScope. You See It Without Glasses!,1953-10-29,1953,en,95.0,Released,0,0.0,6.000494,6.9,117.0,0
11867,tt0115624,Barb Wire,Barb Wire,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",Don't call me babe!,1996-05-02,1996,en,98.0,Released,0,3793614.0,5.877599,3.9,117.0,0
12596,tt0120797,Pushing Tin,Pushing Tin,"Two air traffic controllers (John Cusack, Billy Bob Thornton) who thrive on living dangerously compete to outdo each other on several levels.",A comedy about losing control,1999-04-23,1999,en,124.0,Released,33000000,0.0,7.073467,5.7,117.0,0
13166,tt0240515,Freddy Got Fingered,Freddy Got Fingered,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",A touching story of a young man who desperately wants to make his daddy proud.,2001-04-18,2001,en,87.0,Released,0,0.0,7.187919,4.5,117.0,0
14092,tt1260502,Ghost in the Shell 2.0,攻殻機動隊 2.0,"In the year 2029, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop a highly-wanted hacker known as 'The Puppetmaster'.  Ghost in the Shell 2.0 is a reproduced version of its original 1995 counterpart. Among a numerous enhancements, for the film's 2.0 release, were a number of scenes were overhauled with 3D animation, visual improvements, and soundtrack rerecorded in 6.1 surround sound.",It Found A Voice... Now It Needs A Body,2008-07-12,2008,ja,85.0,Released,0,0.0,8.820107,7.4,117.0,0
15383,tt0064040,Army of Shadows,L'Armée des ombres,"Betrayed by an informant, Philippe Gerbier (Lino Ventura) finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",Betrayal. Loyalty. Collaboration. Resistance.,1969-09-10,1969,fr,145.0,Released,0,741766.0,7.872569,7.8,117.0,0
16563,tt0047472,Seven Brides for Seven Brothers,Seven Brides for Seven Brothers,"Things are different for the Pontipee men now that big brother Adam's fetched a bride and brought her to their cabin. Indeed, the unwed brothers are so inspired they raid the town and carry off brides of their own!","LUSTY, MIRTHFUL GIRL-STEALING MUSICAL! . . . with Seven Great Songs!",1954-07-22,1954,en,102.0,Released,0,5000000.0,5.748536,7.1,117.0,0
25623,tt0076162,House,ハウス,"Oshare (Gorgeous) is excited about spending summer vacation with her father, until she finds out that his beautiful, freakishly serene girlfriend Ryouko would be going as well. Oshare decides she will be going to her aunt's house in the country instead. She brings with her her friends from school - Fanta (who likes to take pictures, and daydreams a lot), KunFuu (who has very good reflexes), Gari/Prof (who is a major nerd), Sweet (who likes to clean), Mac (who eats a lot), and Melody (a musician). However, the girls are unaware that Oshare's aunt is actually dead and the house is actually haunted. When they arrive at the house, crazy events take place and the girls disappear one by one while slowly discovering the secret behind all the madness.",,1977-08-26,1977,ja,88.0,Released,0,0.0,4.321776,7.1,117.0,0
28032,tt0111419,Thumbelina,Thumbelina,The tiny girl meets a fairy prince who saves her from the creatures of the woods.,Follow your heart and nothing is impossible.,1994-03-30,1994,en,87.0,Released,28000000,11373501.0,13.856199,6.1,117.0,0
31175,tt1244668,Soul Kitchen,Soul Kitchen,"SOUL KITCHEN film centers on a likable but hopelessly disorganized restauranteur, Zinos, whose cafe is second home to a motley crew of lovable eccentrics. When his girlfriend Nadine up and moves to Shanghai, a love-sick Zinos decides to fly after her, leaving his restaurant in the hands of his unreliable ex-con brother Illias. Both decisions turn out disastrous: Illias gambles away the restaurant to a shady real estate agent, and Zinos finds Nadine with a new lover. If the brothers can stop arguing and get it together, the Soul Kitchen might still have one last chance at staying in business. The mayhem that follows is a hilariously entertaining story of self-realization, set to an irresistibly soulful soundtrack.",,2009-09-09,2009,de,99.0,Released,5000000,17872796.0,4.79386,7.0,117.0,0
39312,tt1559549,Restrepo,Restrepo,"Winner of the 2010 Sundance Film Festival Grand Jury Prize for a Documentary, Restrepo chronicles the deployment of a U.S. platoon of courageous American soldiers in Afghanistan's Korengal Valley, considered to be one of the most dangerous postings in the U.S. military.","One platoon, one valley, one year",2010-06-25,2010,en,93.0,Released,0,1422910.0,4.577881,7.3,117.0,0
46221,tt1735485,The Tunnel,The Tunnel,"In 2007, in the midst of the drought and water shortages, the NSW State government has unveiled plans to tap into and recycle millions of litres of water trapped in a network of abandoned train tunnels just beneath the heart of Sydney. However the government suddenly goes cold on the plan and it is not made public why. There is talk of homeless people who use the tunnel as shelter going missing, even though the government states that there are no homeless people in there. This, and the silence from the officials and ministers, leads a journalist, Natasha to begin an investigation into a government cover-up. She and her crew Pete (Producer), Steve (Cameraman) and Tangles (Sound Technichian) decide to investigate the story in the tunnel.",The light runs out,2011-05-19,2011,en,90.0,Released,135000,0.0,4.863972,5.6,117.0,0
63578,tt1740047,The Trip,The Trip,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.","Eat, drink and try not to kill each other.",2010-09-01,2010,en,107.0,Released,0,951179.0,8.832903,7.0,117.0,0
174321,tt2055765,The English Teacher,The English Teacher,"Teacher Linda Sinclair (Julianne Moore) balances her staid home life with an incredible passion for her subject, but her routine is forever altered when a former star pupil and his unsupportive father reenter her life. Go-to television director Craig Zisk, whose credits include Scrubs, Weeds and United States of Tara, takes a turn on the big screen with this insightful comedy about self-discovery co-starring Greg Kinnear, Nathan Lane, Michael Angarano and Lily Collins.",Refuse To Live Life By The Book,2013-05-16,2013,en,91.0,Released,0,104810.0,9.673017,5.8,117.0,0
2267,tt0768212,The Last Mimzy,The Last Mimzy,"Two siblings begin to develop special talents after they find a mysterious box of toys, and soon their parents and even their teacher are drawn into a strange new world – and find a task ahead of them that is far more important than any of them could imagine.",An intergalactic package from light years away unleashes an adventure beyond imagination.,2007-02-09,2007,en,94.0,Released,0,27297451.0,6.183051,5.9,116.0,0
2577,tt0345061,Code 46,Code 46,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",How do you solve a crime when the last thing you want to know is the truth?,2003-09-02,2003,en,92.0,Released,7500000,0.0,6.101401,6.2,116.0,0
8675,tt0124819,Orgazmo,Orgazmo,"Joe Young is a devout Mormon living in L.A. trying to raise enough money to go back to Utah and marry his girlfriend, Lisa. Joe is spreading the word about the church of Latter Day Saints one day when he's confronted by two burly bodyguards. A scuffle breaks out, and Joe's martial arts skills impress Maxxx Orbison, who directs pornographic movies.",Fighting crime never felt so good!,1997-09-06,1997,en,94.0,Released,1000000,0.0,5.919725,6.2,116.0,0
9702,tt0106469,Bound by Honor,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",An epic story of three brothers. Bound by blood. Divided by fate. Driven by destiny.,1993-02-05,1993,en,180.0,Released,35000000,0.0,6.398031,7.7,116.0,0
10396,tt0096244,Tequila Sunrise,Tequila Sunrise,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",A business on the line. A friendship on the edge. A woman caught in the middle.,1988-12-02,1988,en,115.0,Released,23000000,0.0,6.399977,6.0,116.0,0
10859,tt0094025,Stakeout,Stakeout,"Two cops are given the 'dirty' job of staking out the home of an escaped convict's ex-girlfriend. Chris and the beautiful girlfriend accidentally meet and fall in love. Just as Chris' confesses, the convict appears, but will she betray him ?",It's a tough job but somebody's got to do it!,1987-08-05,1987,en,116.0,Released,0,0.0,8.376319,6.3,116.0,0
11101,tt0108211,Stalingrad,Stalingrad,"""Stalingrad"" follows the progress of a German Platoon through the brutal fighting of the Battle of Stalingrad. After having half their number wiped out and after being placed under the command of a sadistic Captain, the Lieutenant of the platoon leads his men to desert. The men of the platoon attempt to escape from the city which is now surrounded by the Soviet Army.",,1993-01-21,1993,de,134.0,Released,0,0.0,7.667284,7.4,116.0,0
11633,tt0401233,Appleseed,アップルシード,"In a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. And what does this community have planned for the rest of humankind?",Humanity's last chance for survival.,2004-04-17,2004,ja,101.0,Released,10000000,1461989.0,8.278525,6.8,116.0,0
11657,tt0065531,Le Cercle Rouge,Le Cercle Rouge,"Master thief Corey is fresh out of prison. But instead of toeing the line of law-abiding freedom, he finds his steps leading back to the shadowy world of crime, crossing those of a notorious escapee and alcoholic ex-cop. As the unlikely trio plots a heist against impossible odds, their trail is pursued by a relentless inspector, and fate seals their destinies.",No place to hide... Nowhere to run...,1970-10-19,1970,fr,140.0,Released,0,0.0,6.616907,7.6,116.0,0
15239,tt0090190,The Toxic Avenger,The Toxic Avenger,Tromaville has a monstrous new hero. The Toxic Avenger is born when mop boy Melvin Junko falls into a vat of toxic waste. Now evildoers will have a lot to lose.,He was 98lbs. of solid nerd until he became...,1984-05-01,1984,en,82.0,Released,0,0.0,8.061088,6.3,116.0,0
17898,tt0090021,Silver Bullet,Silver Bullet,"The small city of Tarker's Mill is startled by a series of sadistic murders. The population fears that this is the work of a maniac. During a search a mysterious, hairy creature is observed. This strange appearance is noticed once a month. People lock themselves up at night, but there's one boy who's still outside, he's preparing the barbecue.",It started in May. In a small town. And every month after that whenever the moon was full... it came back.,1985-10-10,1985,en,95.0,Released,0,0.0,5.852908,6.1,116.0,0
206821,tt2064968,The Longest Week,The Longest Week,"As he eases into adulthood at the age of forty, Conrad Valmont, the over-educated, under-employed heir to the Valmont Hotel fortune, is cut off from his allowance following his parents abrupt divorce and tossed out into the unforgiving streets of the Upper West Side. Luckily, he is taken in by his old friend Dylan, and returns the favor by immediately falling for Dylan’s girlfriend Beatrice. As Conrad attempts to woo Beatrice while keeping both their relationship and his bank balance secret, Dylan tries to set him up with Jocelyn. Ever committed to the charade that he eventually finds difficult to maintain, Conrad quickly realizes his charm can only extend so far into debt. Now deep into an extensional reflection, will it take losing everything to make Conrad realize what he can truly become?",She had him at “I'm your best friend's girlfriend”,2014-09-05,2014,en,86.0,Released,0,0.0,5.680194,5.0,116.0,0
307931,tt2415458,The Wolfpack,The Wolfpack,"Locked away from society in an apartment on the Lower East Side of Manhattan, the Angulo brothers learn about the outside world through the films that they watch. Nicknamed ‘The Wolfpack’, the brothers spend their childhood reenacting their favorite films using elaborate home-made props and costumes. Their world is shaken up when one of the brothers escapes and everything changes.",,2015-06-12,2015,en,89.0,Released,0,1301696.0,5.416273,6.7,116.0,0
918,tt0092666,Blind Date,Blind Date,"When bachelor Walter Davis (Bruce Willis) is set up with his sister-in-law's pretty cousin, Nadia Gates (Kim Basinger), a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted (Phil Hartman), tells him not to let Nadia drink alcohol, but he dismisses the warning, and her behavior gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David (John Larroquette) relentlessly follows them around town.",A date with her is every man's dream come true. And with dreams like her - who needs nightmares?,1987-03-27,1987,en,95.0,Released,18000000,39321715.0,6.696292,5.6,115.0,0
1594,tt0058586,A Shot in the Dark,A Shot in the Dark,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.,... The Picture That Gets Away With Murder!,1964-06-23,1964,en,102.0,Released,0,12368234.0,6.872888,7.2,115.0,0
2054,tt0113862,Mr. Holland's Opus,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.","Of All the Lives He Changed, the One That Changed the Most Was His Own.",1995-12-29,1995,en,137.0,Released,0,106269971.0,7.137117,6.9,115.0,0
2360,tt0195234,Saving Grace,Saving Grace,"Unexpectedly widowed, prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house, she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price, thus solving her financial crisis.",,2000-01-24,2000,en,93.0,Released,10000000,26330482.0,5.13955,6.3,115.0,0
2440,tt0260991,Joint Security Area,공동경비구역 JSA,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.",Eight shots! The truth is there,2000-09-09,2000,ko,110.0,Released,0,0.0,10.187128,7.7,115.0,0
3177,tt0338763,Battle Royale II: Requiem,Batoru rowaiaru II: Chinkonka,"It's three years after the events of the original Battle Royale, and Shuya Nanahara is now an internationally-known terrorist determined to bring down the government. His terrorist group, Wild Seven, stages an attack that levels several buildings in Tokyo on Christmas Day, killing 8000 people. In order for the government to study the benefits of ""teamwork"", the new students work in pairs, with their collars electronically linked so that if one of them is killed, the other dies as well. They must kill Nanahara in three days - or die.",,2003-07-05,2003,ja,155.0,Released,9000000,0.0,7.500419,4.9,115.0,0
10149,tt0114478,Smoke,Smoke,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",Where there's smoke... there's laughter!,1995-06-09,1995,en,112.0,Released,7000000,8349430.0,5.552946,7.2,115.0,0
10279,tt0162677,Summer of Sam,Summer of Sam,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American South Bronx neighborhood who live in fear and distrust of one another.",No one is safe from son of sam,1999-07-02,1999,en,142.0,Released,0,0.0,6.14854,6.3,115.0,0
10497,tt0104779,Bitter Moon,Bitter Moon,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy.",A kinky voyage with a full head of steam.,1992-09-02,1992,en,139.0,Released,5000000,1862805.0,11.298195,7.0,115.0,0
11027,tt0082934,The Postman Always Rings Twice,The Postman Always Rings Twice,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,You Will Feel The Heat,1981-03-20,1981,en,122.0,Released,12000000,0.0,8.049042,6.4,115.0,0
11456,tt0249478,Domestic Disturbance,Domestic Disturbance,A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.,He will do anything to protect his family.,2001-10-30,2001,en,89.0,Released,75000000,54249294.0,6.353996,5.4,115.0,0
11484,tt0073631,Rollerball,Rollerball,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.","In the not-too-distant future, wars will no longer exist. But there WILL be...The Game",1975-06-25,1975,en,125.0,Released,0,30000000.0,6.680938,6.0,115.0,0
16052,tt0120094,Selena,Selena,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",Discover the true story of one of America's brightest stars... that faded too soon.,1997-03-21,1997,en,127.0,Released,20000000,60000000.0,7.390306,7.1,115.0,0
17707,tt0120620,Brokedown Palace,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.","Their graduation present was a trip to paradise, but they never thought they would land in hell.",1999-08-13,1999,en,100.0,Released,25000000,13000000.0,6.570918,6.2,115.0,0
28580,tt0037884,The Lost Weekend,The Lost Weekend,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",The screen dares to open the strange and savage pages of a shocking bestseller!,1945-11-25,1945,en,101.0,Released,1250000,11000000.0,8.731331,7.4,115.0,0
876,tt0142032,Frank Herbert's Dune,Frank Herbert's Dune,"A three part mini-series based on Frank Herbert's classic Science Fiction novel entailing politics, betrayal, lust, greed and the coming of a Messiah.",Discover the greatest treasure in the universe.,2000-12-03,2000,en,292.0,Released,20000000,0.0,14.612842,6.7,114.0,0
1088,tt0298228,Whale Rider,Whale Rider,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",,2003-01-30,2003,en,101.0,Released,8000000,41400000.0,11.040186,7.1,114.0,0
8094,tt0318411,The Magdalene Sisters,The Magdalene Sisters,"Four women are given into the custody of the Magdalene sisterhood asylum to correct their sinful behavior: Crispina and Rose have given birth to a premarital child, Margaret got raped by her cousin and the orphan Bernadette had been repeatedly caught flirting with the boys. All have to work in a laundry under the strict supervision of the nuns, who break their wills through sadistic punishment.",In a place that defied belief their only hope was each other.,2002-10-24,2002,en,119.0,Released,0,20957001.0,5.725912,7.4,114.0,0
9096,tt0104839,Medicine Man,Medicine Man,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love.",He turned his back on civilization. Only to discover he had the power to save it.,1992-02-07,1992,en,106.0,Released,40000000,0.0,7.431005,5.8,114.0,0
9413,tt0119896,Picture Perfect,Picture Perfect,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",She was prepared for anything until love stormed in.,1997-08-01,1997,en,105.0,Released,19000000,44332015.0,4.347079,5.1,114.0,0
9689,tt0278823,Hollywood Ending,Hollywood Ending,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.",It's going to be a shot in the dark!,2002-05-03,2002,en,112.0,Released,16000000,0.0,9.987317,6.4,114.0,0
10351,tt0120524,Wishmaster,Wishmaster,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",Be careful what you wish for.,1997-09-19,1997,en,90.0,Released,5000000,15719109.0,5.215107,5.6,114.0,0
10544,tt0277941,Ned Kelly,Ned Kelly,"After getting threatened by Kelly's friends and family, Constable Fitzpatrick places the blame on Ned Kelly and exaggerates what happened. With the biggest ever award available, Kelly and his gang set into the wild, to remain hidden from everyone who seeks them. Even if it means having his family arrested, the Kelly Gang stay hidden and plan a way to get their names cleared.",The British Empire branded them as outlaws. The oppressed called them heroes.,2003-03-22,2003,en,110.0,Released,0,6585516.0,11.478361,6.1,114.0,0
10984,tt0242998,Valentine,Valentine,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,2001-02-01,2001,en,96.0,Released,0,0.0,5.367306,5.0,114.0,0
11058,tt0335121,Godsend,Godsend,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.","When a miracle becomes a nightmare, evil is born.",2004-04-30,2004,en,102.0,Released,25000000,30114487.0,11.271148,4.7,114.0,0
11076,tt0116329,Fly Away Home,Fly Away Home,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South...",,1996-09-13,1996,en,107.0,Released,0,0.0,5.511155,6.6,114.0,0
11654,tt0085701,The Hunger,The Hunger,"Miriam and John are an elegant couple with a dark secret: they are vampires. Feeding on human blood, Miriam has lived for over 2000 years. She gave her lover the gift of eternal life and together they hunt. But John begins aging rapidly, he seeks the help of Dr. Sarah Roberts. Miriam is immediately drawn to Sarah, desiring her as her next immortal companion...",Nothing Human Loves Forever,1983-04-29,1983,en,97.0,Released,0,5979292.0,13.235179,6.4,114.0,0
12105,tt0063823,Yellow Submarine,Yellow Submarine,"The Blue Meanies take over Pepperland, draining it of all its color and music, firing anti-music missiles, bonking people with green apples, and turning the inhabitants to stone by way of the pointed finger of a giant blue glove. As the only survivor, the Lord Admiral escapes in the yellow submarine and goes to Liverpool to enlist the help of the Beatles.",Nothing Is Real.,1968-07-17,1968,en,90.0,Released,0,0.0,14.950187,7.1,114.0,0
12767,tt0331468,Cold Creek Manor,Cold Creek Manor,"Wanting to escape city life for the countryside, New Yorkers Cooper Tilson (Quaid), his wife Leah (Stone) and their two children move into a dilapidated old mansion still filled with the possessions of the previous family. Turning it into their dream house soon becomes a living nightmare when the previous owner (Dorff) shows up, and a series of terrifying incidents lead them on a spine-tingling search for clues to the estate's dark and lurid past",The perfect house hides the perfect crime.,2003-09-19,2003,en,118.0,Released,0,21384035.0,5.84474,4.9,114.0,0
